Image Filename,Original Location,Branding Detected Yes/No,Detection Method,Branding Area Coordinates,Safe To Auto-Clean Yes/No,Reason,Needs Manual Mask Yes/No
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=57471. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,Yes,top-right color logo heuristic,"842,20,461,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=90750. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=92399. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,454,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=63728. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,430,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=61121. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=95776. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,420,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=51861. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=98708. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=98546. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=60190. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=58171. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=28637. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=37885. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,Yes,top-right color logo heuristic,"842,20,333,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=14472.,No
luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,152,463,133",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=5698.,No
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"892,20,413,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=42229. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"955,37,279,125",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6462.,No
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"993,39,279,123",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6721.,No
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"1225,20,80,203",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=1510.,No
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"958,66,281,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7654.,No
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"963,42,280,126",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=8006.,No
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"1112,33,185,252",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=1138.,No
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,20,338,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=15138.,No
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,396,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=55624. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"842,20,135,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=20893.,No
luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-2.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"992,39,281,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7609.,No
luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"955,38,280,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7422.,No
luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=30.,Yes
luxemia-black-sequined-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,20,330,179",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=1106.,No
luxemia-black-sequined-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-2.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=8.,Yes
luxemia-black-sequined-palazzo-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-black-sequined-palazzo-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-4.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=20.,Yes
luxemia-mustard-mirror-cape-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=34089. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-mustard-mirror-cape-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"867,20,382,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=5829. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-mustard-mirror-cape-set-for-festive-events-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-5.jpg,Yes,top-right color logo heuristic,"842,20,293,205",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=1327.,No
luxemia-mustard-mirror-cape-set-for-festive-events-image-6.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-6.jpg,Yes,top-right color logo heuristic,"842,20,428,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=2699. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-mustard-mirror-cape-set-for-festive-events-image-8.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-8.jpg,Yes,top-right color logo heuristic,"862,20,351,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=12139. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-mustard-mirror-cape-set-for-festive-events-image-9.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-9.jpg,Yes,top-right color logo heuristic,"1045,20,128,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=3621.,No
luxemia-mustard-mirror-cape-set-for-festive-events-image-10.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-10.jpg,Yes,top-right color logo heuristic,"862,20,351,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=12139. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-teal-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-teal-mirror-cape-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"862,20,343,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=11915. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-teal-mirror-cape-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-teal-mirror-cape-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"1107,20,128,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=2041.,No
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"1001,20,304,102",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7666.,No
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"848,20,457,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=13178. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=4267. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"957,37,348,248",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=8089.,No
luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,Yes,top-right color logo heuristic,"951,69,276,122",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7547.,No
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,Yes,top-right color logo heuristic,"951,61,354,220",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=13430.,No
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,Yes,top-right color logo heuristic,"713,17,290,226",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=11427.,No
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,Yes,top-right color logo heuristic,"622,161,348,70",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=236.,No
luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,Yes,top-right color logo heuristic,"1037,217,268,68",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=553.,No
luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,Yes,top-right color logo heuristic,"842,20,336,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=18110.,No
luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"1147,189,158,96",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=2579.,No
luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,328,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=15134.,No
luxemia-champagne-mirror-cape-set-for-parties-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-mirror-cape-set-for-parties-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=53719. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-lavender-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lavender-mirror-cape-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=50089. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-mustard-stone-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-stone-cape-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=76856. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-mustard-stone-cape-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-stone-cape-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=68050. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,294,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=20730.,No
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"842,20,408,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=33293. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=52488. Warning: large mask area; inspect for garment/background distortion.,Yes
