Image Filename,Original File,Cleaned File,Branding Removed Yes/No,Branding Still Visible Yes/No,Garment Altered Yes/No,Color Altered Yes/No,Embroidery/Fabric Altered Yes/No,Model/Product Shape Altered Yes/No,Quality Issue Yes/No,Approved For Shopify Yes/No,Reason
luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-2.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-3.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pastel-pink-mirror-saree-gown-for-weddings-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (121627 after vs 94229 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 244). Warning: large mask area; inspect for garment/background distortion.
luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 213). Warning: large mask area; inspect for garment/background distortion.
luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-sky-blue-peach-beaded-palazzo-set-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 203).
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-3.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (119050 after vs 63155 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-yellow-moti-suit-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-yellow-moti-suit-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-yellow-moti-suit-set-for-festive-events-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (2610 after vs 20749 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-yellow-moti-suit-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-yellow-moti-suit-set-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-yellow-moti-suit-set-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (119753 after vs 78041 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-yellow-moti-suit-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-yellow-moti-suit-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-yellow-moti-suit-set-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (117095 after vs 25057 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-yellow-moti-suit-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-yellow-moti-suit-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-yellow-moti-suit-set-for-festive-events-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (116656 after vs 40491 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-mirror-palazzo-set-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (4371 after vs 12511 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-mirror-palazzo-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-palazzo-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-mirror-palazzo-set-for-festive-events-image-3.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-mirror-palazzo-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-palazzo-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-mirror-palazzo-set-for-festive-events-image-4.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-grey-moti-sharara-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-grey-moti-sharara-suit-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-grey-moti-sharara-suit-for-festive-events-image-2.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-purple-mirror-anarkali-suit-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-purple-mirror-anarkali-suit-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-purple-mirror-anarkali-suit-for-festive-events-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-purple-mirror-anarkali-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-purple-mirror-anarkali-suit-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-purple-mirror-anarkali-suit-for-festive-events-image-2.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-purple-mirror-anarkali-suit-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-purple-mirror-anarkali-suit-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-purple-mirror-anarkali-suit-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (107321 after vs 54475 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-yellow-stone-palazzo-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-yellow-stone-palazzo-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-yellow-stone-palazzo-set-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (100667 after vs 19517 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-yellow-stone-palazzo-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-yellow-stone-palazzo-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-yellow-stone-palazzo-set-for-festive-events-image-4.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (121633 after vs 96007 before). Unmasked lower/central logo-like branding still appears likely (score 222). Warning: large mask area; inspect for garment/background distortion.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (122483 after vs 97496 before). Unmasked lower/central logo-like branding still appears likely (score 220). Warning: large mask area; inspect for garment/background distortion.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 253).
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 256).
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (801 after vs 3975 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (120141 after vs 83520 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (118253 after vs 72921 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (122005 after vs 103044 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (121821 after vs 97337 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (120121 after vs 58450 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (120179 after vs 98822 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-skirt-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-skirt-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-skirt-set-for-festive-events-image-4.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (1847 after vs 14928 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (118792 after vs 92838 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (77960 after vs 37726 before).
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (90691 after vs 37810 before). Warning: large mask area; inspect for garment/background distortion.
