Image Filename,Original File,Cleaned File,Branding Removed Yes/No,Branding Still Visible Yes/No,Garment Altered Yes/No,Color Altered Yes/No,Embroidery/Fabric Altered Yes/No,Model/Product Shape Altered Yes/No,Quality Issue Yes/No,Approved For Shopify Yes/No,Reason
luxemia-orange-top-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-top-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-top-set-for-festive-events-image-4.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (188 after vs 853 before).
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-5.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-5.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (121495 after vs 71395 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (120565 after vs 109732 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (122102 after vs 111453 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (118091 after vs 80736 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (110365 after vs 77275 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (122695 after vs 116405 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (10762 after vs 65523 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (122540 after vs 119718 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (122634 after vs 119118 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (118912 after vs 65042 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (119050 after vs 33575 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (116004 after vs 45585 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 219). Warning: large mask area; inspect for garment/background distortion.
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 236).
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (83393 after vs 23466 before).
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-3.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (32321 after vs 28491 before).
luxemia-black-sequined-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-black-sequined-palazzo-set-for-festive-events-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 184).
luxemia-black-sequined-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-black-sequined-palazzo-set-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 180).
luxemia-black-sequined-palazzo-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-black-sequined-palazzo-set-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 174).
luxemia-black-sequined-palazzo-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-sequined-palazzo-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-black-sequined-palazzo-set-for-festive-events-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 226).
luxemia-mustard-mirror-cape-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-mirror-cape-set-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 166). Warning: large mask area; inspect for garment/background distortion.
luxemia-mustard-mirror-cape-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-mirror-cape-set-for-festive-events-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (78009 after vs 8845 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-mustard-mirror-cape-set-for-festive-events-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-5.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-mirror-cape-set-for-festive-events-image-5.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (229 after vs 1902 before).
luxemia-mustard-mirror-cape-set-for-festive-events-image-6.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-6.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-mirror-cape-set-for-festive-events-image-6.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-mustard-mirror-cape-set-for-festive-events-image-8.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-8.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-mirror-cape-set-for-festive-events-image-8.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-mustard-mirror-cape-set-for-festive-events-image-10.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-mirror-cape-set-for-festive-events-image-10.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-mirror-cape-set-for-festive-events-image-10.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-teal-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-teal-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-teal-mirror-cape-set-for-festive-events-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (2540 after vs 13257 before). Unmasked lower/central logo-like branding still appears likely (score 196).
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-2.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 246). Warning: large mask area; inspect for garment/background distortion.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (69 after vs 517 before).
luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (371 after vs 1311 before).
luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 227).
luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 227).
luxemia-champagne-mirror-cape-set-for-parties-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-champagne-mirror-cape-set-for-parties-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-champagne-mirror-cape-set-for-parties-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-lavender-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-lavender-mirror-cape-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-lavender-mirror-cape-set-for-festive-events-image-1.jpg,Yes,No,No,No,No,No,Yes,No,Warning: large mask area; inspect for garment/background distortion.
luxemia-mustard-stone-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-stone-cape-set-for-festive-events-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-stone-cape-set-for-festive-events-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (104212 after vs 89635 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-mustard-stone-cape-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-mustard-stone-cape-set-for-festive-events-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-mustard-stone-cape-set-for-festive-events-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (119279 after vs 79794 before). Warning: large mask area; inspect for garment/background distortion.
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 226).
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 260).
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,No,Yes,No,No,No,No,Yes,No,Logo-color pixels remain in mask (5398 after vs 43892 before). Unmasked lower/central logo-like branding still appears likely (score 258). Warning: large mask area; inspect for garment/background distortion.
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_image_cleaning_tool/cleaned_attempts/luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,No,Yes,No,No,No,No,Yes,No,Unmasked lower/central logo-like branding still appears likely (score 240). Warning: large mask area; inspect for garment/background distortion.
